Player	AVG	draftkings	fanduel	cz	bet365	kambi	mgm	fpros	yahoo
Jonathan Taylor	283.6	-	-	-	-	-	-	283.6	-
Christian Mccaffrey	272.4	-	-	-	-	-	-	272.4	-
Derrick Henry	269.1	-	-	-	-	-	-	269.1	-
Saquon Barkley	268.8	-	-	-	-	-	-	268.8	-
Josh Jacobs	258.2	-	-	-	-	-	-	258.2	-
Travis Etienne	250.1	-	-	-	-	-	-	250.1	-
Breece Hall	249.5	-	-	-	-	-	-	249.5	-
Kyren Williams	245.4	-	-	-	-	-	-	245.4	-
Joe Mixon	244.8	-	-	-	-	-	-	244.8	-
Bijan Robinson	243.8	-	-	-	-	-	-	243.8	-
Kenneth Walker	240.9	-	-	-	-	-	-	240.9	-
Isiah Pacheco	238.1	-	-	-	-	-	-	238.1	-
Najee Harris	237.2	-	-	-	-	-	-	237.2	-
Zamir White	235.3	-	-	-	-	-	-	235.3	-
Rachaad White	235.2	-	-	-	-	-	-	235.2	-
James Cook	231.7	-	-	-	-	-	-	231.7	-
Rhamondre Stevenson	208.9	-	-	-	-	-	-	208.9	-
David Montgomery	205.1	-	-	-	-	-	-	205.1	-
Alvin Kamara	204.7	-	-	-	-	-	-	204.7	-
Javonte Williams	204.2	-	-	-	-	-	-	204.2	-
Jahmyr Gibbs	202.5	-	-	-	-	-	-	202.5	-
James Conner	201.6	-	-	-	-	-	-	201.6	-
Tony Pollard	197.5	-	-	-	-	-	-	197.5	-
Devin Singletary	196.5	-	-	-	-	-	-	196.5	-
Aaron Jones	189.3	-	-	-	-	-	-	189.3	-
Brian Robinson	185.3	-	-	-	-	-	-	185.3	-
Gus Edwards	183.9	-	-	-	-	-	-	183.9	-
Dandre Swift	178.3	-	-	-	-	-	-	178.3	-
Devon Achane	175.0	-	-	-	-	-	-	175.0	-
Zack Moss	170.3	-	-	-	-	-	-	170.3	-
Ezekiel Elliott	170.2	-	-	-	-	-	-	170.2	-
Raheem Mostert	168.7	-	-	-	-	-	-	168.7	-
Jerome Ford	168.7	-	-	-	-	-	-	168.7	-
Chuba Hubbard	156.3	-	-	-	-	-	-	156.3	-
Jonathon Brooks	152.1	-	-	-	-	-	-	152.1	-
Nick Chubb	149.7	-	-	-	-	-	-	149.7	-
Khalil Herbert	148.1	-	-	-	-	-	-	148.1	-
Ty Chandler	146.6	-	-	-	-	-	-	146.6	-
Jaylen Warren	142.4	-	-	-	-	-	-	142.4	-
Chase Brown	142.4	-	-	-	-	-	-	142.4	-
Tyjae Spears	141.6	-	-	-	-	-	-	141.6	-
Rico Dowdle	140.0	-	-	-	-	-	-	140.0	-
Blake Corum	138.3	-	-	-	-	-	-	138.3	-
Tyler Allgeier	134.3	-	-	-	-	-	-	134.3	-
Trey Benson	134.2	-	-	-	-	-	-	134.2	-
Jk Dobbins	133.6	-	-	-	-	-	-	133.6	-
Austin Ekeler	126.6	-	-	-	-	-	-	126.6	-
Antonio Gibson	119.8	-	-	-	-	-	-	119.8	-
Zach Charbonnet	117.5	-	-	-	-	-	-	117.5	-
Bucky Irving	116.2	-	-	-	-	-	-	116.2	-
Jamaal Williams	114.7	-	-	-	-	-	-	114.7	-
Alexander Mattison	113.7	-	-	-	-	-	-	113.7	-
Braelon Allen	103.9	-	-	-	-	-	-	103.9	-
Jaleel Mclaughlin	102.6	-	-	-	-	-	-	102.6	-
Tyrone Tracy	102.4	-	-	-	-	-	-	102.4	-
Tank Bigsby	101.5	-	-	-	-	-	-	101.5	-
Jordan Mason	100.3	-	-	-	-	-	-	100.3	-
Marshawn Lloyd	99.7	-	-	-	-	-	-	99.7	-
Miles Sanders	96.9	-	-	-	-	-	-	96.9	-
Ray Davis	86.4	-	-	-	-	-	-	86.4	-
Dameon Pierce	72.8	-	-	-	-	-	-	72.8	-
Kenneth Gainwell	72.2	-	-	-	-	-	-	72.2	-
Audric Estime	68.2	-	-	-	-	-	-	68.2	-
Roschon Johnson	66.9	-	-	-	-	-	-	66.9	-
Donta Foreman	64.3	-	-	-	-	-	-	64.3	-
Clyde Edwards Helaire	58.3	-	-	-	-	-	-	58.3	-
Jaylen Wright	57.8	-	-	-	-	-	-	57.8	-
Justice Hill	57.8	-	-	-	-	-	-	57.8	-
Kendre Miller	54.2	-	-	-	-	-	-	54.2	-
Trey Sermon	52.8	-	-	-	-	-	-	52.8	-
Keaton Mitchell	52.5	-	-	-	-	-	-	52.5	-
Pierre Strong	51.1	-	-	-	-	-	-	51.1	-
Dalvin Cook	49.3	-	-	-	-	-	-	49.3	-
Kimani Vidal	47.0	-	-	-	-	-	-	47.0	-
Samaje Perine	46.9	-	-	-	-	-	-	46.9	-
Isaiah Davis	45.7	-	-	-	-	-	-	45.7	-
Trayveon Williams	41.6	-	-	-	-	-	-	41.6	-
Cam Akers	41.3	-	-	-	-	-	-	41.3	-
Emanuel Wilson	40.8	-	-	-	-	-	-	40.8	-
Deuce Vaughn	40.0	-	-	-	-	-	-	40.0	-
Ty Johnson	39.7	-	-	-	-	-	-	39.7	-
Eric Gray	39.5	-	-	-	-	-	-	39.5	-
Isaac Guerendo	39.2	-	-	-	-	-	-	39.2	-
Cordarrelle Patterson	36.0	-	-	-	-	-	-	36.0	-
Emari Demercado	34.2	-	-	-	-	-	-	34.2	-
Dernest Johnson	31.8	-	-	-	-	-	-	31.8	-
Jase Mcclellan	31.2	-	-	-	-	-	-	31.2	-
Cody Schrader	31.0	-	-	-	-	-	-	31.0	-
Will Shipley	30.0	-	-	-	-	-	-	30.0	-
Ronnie Rivers	29.7	-	-	-	-	-	-	29.7	-
Dylan Laube	27.0	-	-	-	-	-	-	27.0	-
Kenny Mcintosh	26.9	-	-	-	-	-	-	26.9	-
Ameer Abdullah	26.8	-	-	-	-	-	-	26.8	-
Rasheen Ali	26.4	-	-	-	-	-	-	26.4	-
Sean Tucker	25.5	-	-	-	-	-	-	25.5	-
Tyler Goodson	25.1	-	-	-	-	-	-	25.1	-
Jamycal Hasty	24.0	-	-	-	-	-	-	24.0	-
Craig Reynolds	21.6	-	-	-	-	-	-	21.6	-
Julius Chestnut	20.7	-	-	-	-	-	-	20.7	-
Jeremy Mcnichols	18.4	-	-	-	-	-	-	18.4	-
Dare Ogunbowale	16.7	-	-	-	-	-	-	16.7	-
Carson Steele	16.5	-	-	-	-	-	-	16.5	-
Jeff Wilson	15.0	-	-	-	-	-	-	15.0	-
Israel Abanikanda	14.9	-	-	-	-	-	-	14.9	-
Blake Watson	14.6	-	-	-	-	-	-	14.6	-
Jordan Mims	14.6	-	-	-	-	-	-	14.6	-
Sione Vaki	12.6	-	-	-	-	-	-	12.6	-
Hassan Haskins	9.5	-	-	-	-	-	-	9.5	-
Patrick Taylor	7.9	-	-	-	-	-	-	7.9	-
Avery Williams	7.6	-	-	-	-	-	-	7.6	-
Hunter Luepke	7.4	-	-	-	-	-	-	7.4	-
Raheem Blackshear	7.2	-	-	-	-	-	-	7.2	-
Kyle Juszczyk	5.6	-	-	-	-	-	-	5.6	-
Kevin Harris	4.5	-	-	-	-	-	-	4.5	-
Adam Prentice	3.3	-	-	-	-	-	-	3.3	-
Patrick Ricard	2.7	-	-	-	-	-	-	2.7	-
