Player	AVG	draftkings	fanduel	cz	bet365	kambi	mgm	fpros	yahoo
Sam Laporta	7.5	7.5	7.5	7.5	7.5	7.5	-	7.7	-
Travis Kelce	6.9	6.5	6.5	7.5	7.5	6.5	6.5	7.5	-
Mark Andrews	6.7	6.5	6.5	6.5	6.5	6.5	-	7.9	-
George Kittle	5.6	5.5	5.5	5.5	5.5	-	-	6.0	-
Dalton Kincaid	5.5	5.5	5.5	5.5	5.5	-	-	5.4	-
Jake Ferguson	5.2	5.5	5.5	4.5	5.5	4.5	-	5.9	-
David Njoku	4.8	5.5	4.5	4.5	4.5	-	4.5	5.5	-
Trey Mcbride	4.7	-	4.5	-	4.5	4.5	-	5.1	-
Kyle Pitts	4.6	4.5	4.5	4.5	4.5	4.5	-	5.2	-
Brock Bowers	4.5	4.5	-	4.5	4.5	4.5	4.5	4.6	-
Hunter Henry	4.4	-	-	4.5	-	-	-	4.3	-
Juwan Johnson	4.1	-	-	-	-	-	-	4.1	-
Isaiah Likely	4.1	-	-	-	-	-	-	4.1	-
Cole Kmet	3.9	-	-	3.5	-	-	-	4.2	-
Evan Engram	3.8	-	-	3.5	-	3.5	-	4.4	-
Dalton Schultz	3.8	3.5	3.5	3.5	-	3.5	-	4.9	-
Cade Otton	3.8	-	-	-	-	-	-	3.8	-
Pat Freiermuth	3.7	3.5	-	3.5	-	-	-	4.1	-
Dallas Goedert	3.6	-	3.5	3.5	-	3.5	-	4.0	-
Luke Musgrave	3.4	-	-	-	-	-	-	3.4	-
Tyler Conklin	3.3	-	-	-	-	-	-	3.3	-
Dawson Knox	3.3	-	-	-	-	-	-	3.3	-
Tj Hockenson	3.2	-	-	-	-	-	-	3.2	-
Mike Gesicki	3.1	-	-	-	-	-	-	3.1	-
Jonnu Smith	2.9	-	-	-	-	-	-	2.9	-
Hayden Hurst	2.9	-	-	-	-	-	-	2.9	-
Noah Fant	2.8	-	-	-	-	-	-	2.8	-
Chigoziem Okonkwo	2.7	-	-	-	-	-	-	2.7	-
Zach Ertz	2.7	-	-	-	-	-	-	2.7	-
Gerald Everett	2.6	-	-	-	-	-	-	2.6	-
Tucker Kraft	2.5	-	-	-	-	-	-	2.5	-
Tommy Tremble	2.5	-	-	-	-	-	-	2.5	-
Ben Sinnott	2.4	-	-	-	-	-	-	2.4	-
Theo Johnson	2.3	-	-	-	-	-	-	2.3	-
Jatavion Sanders	2.3	-	-	-	-	-	-	2.3	-
Colby Parkinson	2.3	-	-	-	-	-	-	2.3	-
Kylen Granson	2.1	-	-	-	-	-	-	2.1	-
Tyler Higbee	2.0	-	-	-	-	-	-	2.0	-
Michael Mayer	2.0	-	-	-	-	-	-	2.0	-
Mo Alie Cox	2.0	-	-	-	-	-	-	2.0	-
Greg Dulcich	1.9	-	-	-	-	-	-	1.9	-
Daniel Bellinger	1.8	-	-	-	-	-	-	1.8	-
Noah Gray	1.7	-	-	-	-	-	-	1.7	-
Brevin Jordan	1.7	-	-	-	-	-	-	1.7	-
Will Dissly	1.6	-	-	-	-	-	-	1.6	-
Brock Wright	1.6	-	-	-	-	-	-	1.6	-
Jaheim Bell	1.5	-	-	-	-	-	-	1.5	-
Adam Trautman	1.5	-	-	-	-	-	-	1.5	-
Josh Oliver	1.4	-	-	-	-	-	-	1.4	-
Tanner Hudson	1.4	-	-	-	-	-	-	1.4	-
Donald Parham	1.4	-	-	-	-	-	-	1.4	-
Durham Smythe	1.3	-	-	-	-	-	-	1.3	-
Luke Schoonmaker	1.3	-	-	-	-	-	-	1.3	-
Jeremy Ruckert	1.2	-	-	-	-	-	-	1.2	-
Josh Whyle	1.1	-	-	-	-	-	-	1.1	-
Elijah Higgins	1.0	-	-	-	-	-	-	1.0	-
Johnny Mundt	1.0	-	-	-	-	-	-	1.0	-
Robert Tonyan	1.0	-	-	-	-	-	-	1.0	-
Davis Allen	1.0	-	-	-	-	-	-	1.0	-
Foster Moreau	1.0	-	-	-	-	-	-	1.0	-
Jordan Akins	1.0	-	-	-	-	-	-	1.0	-
Devin Culp	1.0	-	-	-	-	-	-	1.0	-
Tanner Mclachlan	1.0	-	-	-	-	-	-	1.0	-
