Player	AVG	draftkings	fanduel	cz	bet365	kambi	mgm	fpros	yahoo
Christian Mccaffrey	10.8	10.5	10.5	11.5	10.5	10.5	10.5	11.6	-
Derrick Henry	10.6	10.5	10.5	10.5	10.5	10.5	10.5	11.2	-
David Montgomery	9.6	-	9.5	9.5	9.5	-	9.5	9.9	-
Jonathan Taylor	9.2	8.5	8.5	9.5	8.5	9.5	9.5	10.1	-
Kyren Williams	9.0	-	8.5	9.5	8.5	8.5	-	10.0	-
Jahmyr Gibbs	8.4	-	-	-	-	-	-	8.4	-
Kenneth Walker	8.2	-	7.5	8.5	8.5	7.5	-	9.0	-
Raheem Mostert	8.0	7.5	7.5	8.5	7.5	-	8.5	8.5	-
Josh Jacobs	7.7	7.5	7.5	7.5	7.5	7.5	7.5	8.7	-
Breece Hall	7.6	7.5	7.5	7.5	7.5	7.5	7.5	8.1	-
Saquon Barkley	7.3	7.5	6.5	-	6.5	7.5	6.5	9.3	-
Travis Etienne	7.3	6.5	7.5	7.5	6.5	7.5	7.5	8.2	-
Devon Achane	7.0	7.5	7.5	6.5	7.5	6.5	6.5	7.2	-
Isiah Pacheco	6.9	6.5	6.5	6.5	6.5	6.5	7.5	8.5	-
Joe Mixon	6.9	6.5	6.5	7.5	6.5	6.5	-	7.6	-
Bijan Robinson	6.8	6.5	6.5	7.5	6.5	6.5	6.5	7.4	-
James Conner	6.3	-	6.5	6.5	6.5	5.5	-	6.7	-
Zack Moss	6.2	6.5	6.5	-	6.5	5.5	6.5	5.8	-
Najee Harris	5.8	-	5.5	-	5.5	-	5.5	6.6	-
Rachaad White	5.6	5.5	5.5	5.5	5.5	5.5	5.5	6.5	-
Ezekiel Elliott	5.5	-	-	5.5	5.5	5.5	-	5.7	-
Tony Pollard	5.4	5.5	5.5	4.5	5.5	5.5	5.5	5.7	-
Dandre Swift	5.3	5.5	5.5	4.5	5.5	5.5	5.5	5.2	-
Gus Edwards	5.3	-	-	4.5	4.5	-	-	7.0	-
Nick Chubb	5.0	-	-	-	-	-	-	5.0	-
Aaron Jones	4.9	5.5	5.5	4.5	4.5	4.5	4.5	5.5	-
Brian Robinson	4.9	-	-	-	-	4.5	-	5.3	-
Zamir White	4.8	4.5	5.5	4.5	4.5	4.5	4.5	5.8	-
Rhamondre Stevenson	4.7	-	4.5	4.5	4.5	4.5	-	5.6	-
Alvin Kamara	4.6	4.5	4.5	4.5	4.5	4.5	4.5	5.3	-
Blake Corum	4.6	-	-	-	-	-	-	4.6	-
Devin Singletary	4.4	4.5	4.5	3.5	4.5	4.5	4.5	5.0	-
Jonathon Brooks	4.4	-	-	-	-	-	-	4.4	-
Ty Chandler	4.3	-	-	-	-	-	-	4.3	-
James Cook	4.2	4.5	4.5	3.5	4.5	3.5	3.5	5.1	-
Austin Ekeler	4.2	-	-	-	-	-	-	4.2	-
Javonte Williams	4.1	-	-	-	-	3.5	-	4.7	-
Chase Brown	4.0	-	-	-	-	-	-	4.0	-
Jerome Ford	4.0	-	-	-	-	-	-	4.0	-
Chuba Hubbard	4.0	-	-	-	-	-	-	4.0	-
Jaylen Warren	3.9	-	-	-	-	-	-	3.9	-
Trey Benson	3.9	-	-	-	-	-	-	3.9	-
Tyler Allgeier	3.8	-	-	-	-	-	-	3.8	-
Jordan Mason	3.8	-	-	-	-	-	-	3.8	-
Jk Dobbins	3.7	-	-	3.5	-	-	-	3.9	-
Tyjae Spears	3.6	-	-	-	-	-	-	3.6	-
Rico Dowdle	3.6	-	-	-	-	-	-	3.6	-
Tank Bigsby	3.6	-	-	-	-	-	-	3.6	-
Khalil Herbert	3.4	-	-	-	-	-	-	3.4	-
Marshawn Lloyd	3.1	-	-	-	-	-	-	3.1	-
Jamaal Williams	3.0	-	-	-	-	-	-	3.0	-
Zach Charbonnet	2.9	-	-	-	-	-	-	2.9	-
Ray Davis	2.9	-	-	-	-	-	-	2.9	-
Bucky Irving	2.8	-	-	-	-	-	-	2.8	-
Jaleel Mclaughlin	2.7	-	-	-	-	-	-	2.7	-
Braelon Allen	2.7	-	-	-	-	-	-	2.7	-
Antonio Gibson	2.6	-	-	-	-	-	-	2.6	-
Alexander Mattison	2.6	-	-	-	-	-	-	2.6	-
Tyrone Tracy	2.5	-	-	-	-	-	-	2.5	-
Jaylen Wright	2.2	-	-	-	-	-	-	2.2	-
Dameon Pierce	2.2	-	-	-	-	-	-	2.2	-
Kenneth Gainwell	2.1	-	-	-	-	-	-	2.1	-
Miles Sanders	2.0	-	-	-	-	-	-	2.0	-
Roschon Johnson	2.0	-	-	-	-	-	-	2.0	-
Donta Foreman	2.0	-	-	-	-	-	-	2.0	-
Chris Rodriguez	2.0	-	-	-	-	-	-	2.0	-
Audric Estime	1.9	-	-	-	-	-	-	1.9	-
Isaac Guerendo	1.9	-	-	-	-	-	-	1.9	-
Kendre Miller	1.7	-	-	-	-	-	-	1.7	-
Justice Hill	1.6	-	-	-	-	-	-	1.6	-
Keaton Mitchell	1.6	-	-	-	-	-	-	1.6	-
Kimani Vidal	1.6	-	-	-	-	-	-	1.6	-
Dalvin Cook	1.6	-	-	-	-	-	-	1.6	-
Clyde Edwards Helaire	1.5	-	-	-	-	-	-	1.5	-
Trey Sermon	1.4	-	-	-	-	-	-	1.4	-
Eric Gray	1.4	-	-	-	-	-	-	1.4	-
Cam Akers	1.4	-	-	-	-	-	-	1.4	-
Will Shipley	1.4	-	-	-	-	-	-	1.4	-
Hunter Luepke	1.4	-	-	-	-	-	-	1.4	-
Emanuel Wilson	1.3	-	-	-	-	-	-	1.3	-
Isaiah Davis	1.3	-	-	-	-	-	-	1.3	-
Samaje Perine	1.2	-	-	-	-	-	-	1.2	-
Pierre Strong	1.2	-	-	-	-	-	-	1.2	-
Deuce Vaughn	1.2	-	-	-	-	-	-	1.2	-
Rasheen Ali	1.2	-	-	-	-	-	-	1.2	-
Ty Johnson	1.1	-	-	-	-	-	-	1.1	-
Cordarrelle Patterson	1.1	-	-	-	-	-	-	1.1	-
Emari Demercado	1.1	-	-	-	-	-	-	1.1	-
Dylan Laube	1.1	-	-	-	-	-	-	1.1	-
Kevin Harris	1.1	-	-	-	-	-	-	1.1	-
Evan Hull	1.0	-	-	-	-	-	-	1.0	-
Jase Mcclellan	1.0	-	-	-	-	-	-	1.0	-
Michael Carter	1.0	-	-	-	-	-	-	1.0	-
Chase Edmonds	1.0	-	-	-	-	-	-	1.0	-
Jawhar Jordan	1.0	-	-	-	-	-	-	1.0	-
Deneric Prince	1.0	-	-	-	-	-	-	1.0	-
Carlos Washington	1.0	-	-	-	-	-	-	1.0	-
Tyler Goodson	0.9	-	-	-	-	-	-	0.9	-
Carson Steele	0.9	-	-	-	-	-	-	0.9	-
Jamycal Hasty	0.8	-	-	-	-	-	-	0.8	-
Ronnie Rivers	0.8	-	-	-	-	-	-	0.8	-
Craig Reynolds	0.8	-	-	-	-	-	-	0.8	-
Trayveon Williams	0.7	-	-	-	-	-	-	0.7	-
Blake Watson	0.7	-	-	-	-	-	-	0.7	-
Kenny Mcintosh	0.6	-	-	-	-	-	-	0.6	-
Jeff Wilson	0.6	-	-	-	-	-	-	0.6	-
Sean Tucker	0.6	-	-	-	-	-	-	0.6	-
Jordan Mims	0.6	-	-	-	-	-	-	0.6	-
Dernest Johnson	0.5	-	-	-	-	-	-	0.5	-
Julius Chestnut	0.5	-	-	-	-	-	-	0.5	-
Cody Schrader	0.5	-	-	-	-	-	-	0.5	-
Boston Scott	0.5	-	-	-	-	-	-	0.5	-
Dare Ogunbowale	0.4	-	-	-	-	-	-	0.4	-
Avery Williams	0.4	-	-	-	-	-	-	0.4	-
Israel Abanikanda	0.3	-	-	-	-	-	-	0.3	-
Ameer Abdullah	0.2	-	-	-	-	-	-	0.2	-
Jeremy Mcnichols	0.2	-	-	-	-	-	-	0.2	-
Sione Vaki	0.2	-	-	-	-	-	-	0.2	-
Raheem Blackshear	0.2	-	-	-	-	-	-	0.2	-
Patrick Taylor	0.2	-	-	-	-	-	-	0.2	-
Kyle Juszczyk	0.1	-	-	-	-	-	-	0.1	-
Hassan Haskins	0.1	-	-	-	-	-	-	0.1	-
Adam Prentice	0.1	-	-	-	-	-	-	0.1	-
Malik Davis	0.0	-	-	-	-	-	-	0.0	-
Alec Ingold	0.0	-	-	-	-	-	-	0.0	-
Emani Bailey	0.0	-	-	-	-	-	-	0.0	-
Travis Homer	0.0	-	-	-	-	-	-	0.0	-
Deejay Dallas	0.0	-	-	-	-	-	-	0.0	-
Nyheim Hines	0.0	-	-	-	-	-	-	0.0	-
Reggie Gilliam	0.0	-	-	-	-	-	-	0.0	-
Keilan Robinson	0.0	-	-	-	-	-	-	0.0	-
Patrick Ricard	0.0	-	-	-	-	-	-	0.0	-
Michael Burton	0.0	-	-	-	-	-	-	0.0	-
Keaontay Ingram	0.0	-	-	-	-	-	-	0.0	-
Myles Gaskin	0.0	-	-	-	-	-	-	0.0	-
Cj Ham	0.0	-	-	-	-	-	-	0.0	-
Lamical Perine	0.0	-	-	-	-	-	-	0.0	-
Tyrion Davis Price	0.0	-	-	-	-	-	-	0.0	-
